,ISBN,Book-Title,Book-Author,User-ID,Book-Rating
8198,0870743600,The 23rd Dream: A Novel (Southwest Life and Letters),Kathlyn Whitsitt Egbert,194600,7
8199,0671789422,Possessing the Secret of Joy,Alice Walker,194600,9
8200,0340728256,Oxygen,Andrew Miller,194600,4
8201,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,194600,5
8202,0140440046,Candide (Penguin Classics),Francois M. Voltaire,194600,7
8203,088899222X,The Baby Project,Sarah Ellis,194600,7
8204,0836269853,Resolutions for the Millennium,Jennifer Fox,194600,7
8205,0671500503,TWIN OF FIRE,Jude Deveraux,247241,9
8206,0515116750,Born in Ice,Nora Roberts,247241,7
8207,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,247241,7
8208,0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,247241,8
8209,0671450344,HIGHLAND VELVET,Jude Deveraux,247241,8
8210,0312969759,Keepsake,Antoinette Stockenberg,247241,7
8211,0553564528,Guilty as Sin,TAMI HOAG,247241,9
8212,1551662736,Rising Tides,Emilie Richards,247241,8
8213,0440213290,The Copper Beech,Maeve Binchy,247241,6
8214,0553574663,The Grilling Season,Diane Mott Davidson,247241,6
8215,0375706771,Midwives: A Novel,Chris Bohjalian,231210,8
8216,0671661574,WAR AGAINST WOMEN,Marilyn French,231210,5
8217,0375413278,Rapture,SUSAN MINOT,231210,7
8218,0140171223,Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women),Lillian Faderman,231210,9
8219,0786867906,Strip City: A Stripper's Farewell Journey Across America,Lily Burana,231210,8
8220,1555833543,Early Embraces: True-Life Stories of Women Describing Their First Lesbian Experience,Lindsey Elder,231210,8
8221,0553233890,Pilgrim at Tinker Creek,Annie Dillard,231210,10
8222,0394717155,Invisible Man,Ralph Ellison,231210,8
8223,0688032745,Four arguments for the elimination of television,Jerry Mander,231210,8
8224,067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,231210,7
8225,0449221512,I Is for Innocent,Sue Grafton,231210,7
8226,0375412336,"Bare: On Women, Dancing, Sex, and Power",Elisabeth Eaves,231210,10
8227,0375501959,Comfort Me with Apples: More Adventures at the Table,RUTH REICHL,231210,10
8228,0871134799,Suicide Blonde,Darcey Steinke,231210,8
8229,0679771476,The Law of Similars,CHRIS BOHJALIAN,231210,7
8230,1559029838,Call of the Wild,Jack London,231210,8
8231,094538341X,375 Meatless Recipes,Ethel R. Nelson,231210,8
8232,0452273811,Stranger at the Gate: To Be Gay and Christian in America,Mel White,231210,10
8233,0525321551,"Hook a Fish, Catch a Mountain",Jean Craighead George,231210,7
8234,0963389432,Without Reservations: An Uncensored Unabashed Look at How People Behave in Hotels,Fred V. Alias,231210,5
8235,1850157669,The Crazy World of Cats (Crazy World Series),Bill Stott,231210,7
8236,0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,231210,5
8237,0486268659,A Christmas Carol (Dover Thrift Editions),Charles Dickens,231210,8
8238,0803819471,Frank Schoonmaker's Encyclopedia of Wine,Frank Schoonmaker,231210,9
8239,0345459202,Big Stone Gap,Adriana Trigiani,231210,8
8240,0345423879,Candy,Luke Davies,231210,8
8241,0385475721,The Blind Assassin,Margaret Atwood,231210,5
8242,0263107256,Dream House,Victoria Gordon,231210,5
8243,086442700X,Lonely Planet Maldives (Lonely Planet Travel Guides),James Lyon,231210,6
8244,0815332173,Immunobiology: The Immune System in Health and Disease,Charles Janeway,231210,8
8245,0767902424,Smart Women Finish Rich: 7 Steps to Achieving Financial Security and Funding Your Dreams,David Bach,231210,8
8246,0671553046,Life Support,Tess Gerritsen,231210,10
8247,0440226430,Summer Sisters,Judy Blume,231210,7
8248,0380899108,Highland Laddie Gone,Sharyn McCrumb,231210,8
8249,0804108749,Saint Maybe,ANNE TYLER,231210,10
8250,089480619X,The Book of Questions: Love &amp; Sex,Gregory Stock,231210,10
8251,0394700163,No Exit and Three Other Plays,Jean-Paul Sartre,231210,8
8252,0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,231210,10
8253,0786015187,Lethal Intent,Sue Russell,231210,7
8254,0721644864,Clinical Nurse Specialist in Theory and Practice,Ann B. Hamric,231210,9
8255,0895945177,On Women Turning Forty: Coming into Our Fullness,Cathleen Rountree,231210,10
8256,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,231210,10
8257,1555835325,Home Fronts,Jess Wells,231210,7
8258,0688084796,How to Make the World a Better Place: A Guide to Doing Good,Jeffrey Hollender,231210,8
8259,034527458X,What Really Happened to the Class of '65,Michael Medved,231210,7
8260,0316812471,Revolution from Within : A Book of Self-Esteem,Gloria Steinem,231210,9
8261,068808365X,Cotton Candy on a Rainy Day,Nikki Giovanni,231210,10
8262,0299170942,"You're Not from Around Here, Are You: A Lesbian in Small-Town America (Living Out: Gay and Lesbian Autobiographies)",Louise A. Blum,231210,9
8263,0253205298,"Black Women in White: Racial Conflict and Cooperation in the Nursing Profession, 1890-1950 (Blacks in the Diaspora)",Darlene Clark Hine,231210,10
8264,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,231210,8
8265,037570485X,The Inn at Lake Devine,Elinor Lipman,140265,9
8266,037570485X,The Inn at Lake Devine,Elinor Lipman,7348,7
8267,037570485X,The Inn at Lake Devine,Elinor Lipman,12811,7
8268,068480378X,ROADKILL (Kinky Friedman Novels (Hardcover)),Kinky Friedman,12811,6
8269,0060921145,Animal Dreams,Barbara Kingsolver,12811,8
8270,037570485X,The Inn at Lake Devine,Elinor Lipman,155219,10
8271,0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,155219,10
8272,0786865504,World of Pies : A Novel,Karen Stolz,155219,9
8273,0375501347,Amy and Isabelle,Elizabeth Strout,155219,10
8274,014100018X,Chocolat,Joanne Harris,155219,9
8275,0375502238,Blessings,ANNA QUINDLEN,155219,9
8276,0802137008,Pure,Rebbecca Ray,155219,8
8277,0758203888,Easy,Emma Gold,155219,2
8278,0140097384,Death of the Rainbow Warrior,Michael King,155219,7
8279,0451409973,Julie and Romeo: A Novel,Jeanne Ray,155219,8
8280,074347032X,Calling Romeo,Alexandra Potter,155219,8
8281,0142003727,Revenge of the Middle-Aged Woman,Elizabeth Buchan,155219,9
8282,0394854438,"The Berenstain Bears in the Dark (Berenstain, Stan, First Time Books.)",Stan Berenstain,155219,5
8283,0060083298,The Dominant Blonde,Alisa Kwitney,155219,8
8284,0767903382,Tender at the Bone: Growing Up at the Table,Ruth Reichl,155219,10
8285,0911954023,The compleat American housewife 1776,Julianne Belote,155219,7
8286,0375508082,Feeding a Yen: Savoring Local Specialties from Kansas City to Cuzco,Calvin Trillin,155219,9
8287,0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,155219,10
8288,0915145227,"Plato Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",G.M.A. Grube,155219,6
8289,0821770985,Simply Wonderful,Joan Hohl,51450,7
8290,0446511528,The Heartbreaker,Carly Phillips,51450,8
8291,0792723090,The Jewels of Tessa Kent (Chivers Sound Library American Collections (Audio)),Judith Krantz,51450,5
8292,1552041808,The Stud,Barbara Delinsky,51450,7
8293,0385337175,Is that a Moose in Your Pocket?,KIM GREEN,51450,10
8294,0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,51450,9
8295,0060589779,Ain't She Sweet? LP,Susan Elizabeth Phillips,51450,10
8296,0451192214,Say Goodbye to Daddy,Susan Bowden,51450,5
8297,0373270976,"Night Shield (Intimate Moments, 1027)",Nora Roberts,51450,9
8298,0452281229,The Chisellers,Brendan O'Carroll,51450,10
8299,0345446976,24/7,Jim Brown,51450,9
8300,0061030856,To Catch a Cook : An Angie Amalfi Mystery (Angie Amalfi Mysteries),Joanne Pence,51450,10
8301,1552042197,Sea Gypsy: Escape to Destiny (Mira (Audio)),Fern Michaels,51450,10
8302,0385337787,Hallowed Bones,CAROLYN HAINES,51450,10
8303,0828009791,A Moment of Peace: A Daily Devotional for Women by Women,Rose Marie Niesen Otis,51450,10
8304,0786867647,Lucky Man: A Memoir,Michael J. Fox,51450,10
8305,0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,51450,6
8306,0553803409,"Firestorm (Johansen, Iris)",IRIS JOHANSEN,51450,7
8307,0316710571,Sam's Letters to Jennifer,James Patterson,51450,10
8308,055347331X,Voyager,DIANA GABALDON,51450,10
8309,037570485X,The Inn at Lake Devine,Elinor Lipman,204470,6
8310,0671686151,Then She Found Me,Elinor Lipman,204470,8
8311,037570485X,The Inn at Lake Devine,Elinor Lipman,100227,9
8312,0375826688,"Eragon (Inheritance, Book 1)",Christopher Paolini,100227,9
8313,080410753X,The Kitchen God's Wife,Amy Tan,100227,8
8314,0517119293,Three Complete Novels: A Night of Gaiety/a Duke in Danger/Secret Harbor,Barbara Cartland,100227,7
8315,0515114693,Born in Fire,Nora Roberts,100227,9
8316,0399150854,Blacklist: A V.I. Warshawski Novel,Sara Paretsky,6543,7
8317,0553575279,Fever Season (Benjamin January (Paperback)),BARBARA HAMBLY,6543,9
8318,0684844826,SALT DANCERS,Ursula Hegi,6543,7
8319,0375508112,Strand of a Thousand Pearls : A Novel,DORIT RABINYAN,6543,7
8320,0517163128,Friends Are Special,LUCY MEAD,6543,8
8321,0836282868,Yesh! Mutts Iv (Mutts),Patrick McDonnell,6543,9
8322,0743235150,Everything's Eventual : 14 Dark Tales,Stephen King,6543,8
8323,006019295X,Hello to the Cannibals: A Novel,Richard Bausch,6543,7
8324,055358281X,A Little Death,Laura Wilson,6543,6
8325,140004832X,Ambulance Girl: How I Saved Myself by Becoming an EMT,JANE STERN,6543,8
8326,0312287984,Rashomon Gate,I.J. Parker,6543,7
8327,0399149562,Short &amp; Tall Tales: Moose County Legends Collected by James Mackintosh Qwilleran,Lilian Jackson Braun,6543,6
8328,0141002166,Blue Ridge,T. R. Pearson,6543,5
8329,0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,6543,6
8330,0836268237,More Shtuff - Mutts Iii (Mutts),Patrick McDonnell,6543,8
8331,067088796X,Me: by Jimmy (Big Boy) Valente,Garrison Keillor,6543,7
8332,0312978863,Murder With Puffins : A Meg Langslow Mystery (A Meg Lanslow Mystery),Donna Andrews,6543,8
8333,0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,6543,10
8334,0671042831,Moonlight on the Avenue of Faith,Gina B. Nahai,6543,8
8335,0618219153,Hotel Honolulu: A Novel,Paul Theroux,6543,8
8336,0751501220,The Limits of Detection,Douglas Wynn,6543,7
8337,0684872536,December 6: A Novel,Martin Cruz Smith,6543,7
8338,1841954608,Vernon God Little: A 21st Century Comedy in the Presence of Death,D. B. C. Pierre,6543,6
8339,0061099015,The Great and Secret Show,Clive Barker,6543,6
8340,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,6543,8
8341,1401300065,Gasping for Airtime : Two Years in the Trenches of Saturday Night Live,Jay Mohr,6543,7
8342,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,6543,6
8343,0553801945,"The Game (King, Laurie R)",LAURIE R. KING,6543,8
8344,0312313810,The Dirty Girls Social Club: A Novel,Alisa Valdes-Rodriguez,6543,6
8345,0140092862,Descent of man: Stories (Contemporary American fiction),T. Coraghessan Boyle,6543,8
8346,0618246940,"The Best American Nonrequired Reading 2002 (Best American Nonrequired Reading, 2002)",Dave Eggers,6543,5
8347,0515075078,Night at the Vulcan,Ngaio Marsh,6543,8
8348,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,6543,7
8349,0451205561,The Chocolate Cat Caper,Joanna Carl,6543,6
8350,0932379435,A Letter to Harvey Milk: Short Stories,Leslea Newman,6543,9
8351,0790009072,Mists of Time: Ngapuhi Myths and Legends,Bunty Howearth,6543,9
8352,0425143538,Death of a Peer,Ngaio Marsh,6543,8
8353,1570629137,Confessions of a Pagan Nun : A Novel,KATE HORSLEY,6543,5
8354,0879804211,The Knight in Rusty Armor,Robert Fisher,6543,6
8355,0446606928,Blue Light,Walter Mosley,6543,6
8356,0312282664,The Dragon King's Palace: A Novel,Laura Joh Rowland,6543,9
8357,0060093595,The Conquest,Yxta Maya Murray,6543,7
8358,0451165624,On the Road,Jack Kerouac,6543,10
8359,0345326490,Desert Solitaire,Edward Abbey,6543,8
8360,0066212545,The House of Blue Mangoes: A Novel,David Davidar,6543,8
8361,0140265686,Out to Canaan (The Mitford Years),Jan Karon,6543,7
8362,037570485X,The Inn at Lake Devine,Elinor Lipman,162590,8
8363,080410753X,The Kitchen God's Wife,Amy Tan,162590,9
8364,0486264645,Heart of Darkness (Dover Thrift Editions),Joseph Conrad,238739,7
8365,0345370775,Jurassic Park,Michael Crichton,238739,8
8366,0451205146,Black Hawk Down (Movie Tie-in),Mark Bowden,267788,10
8367,0061020613,Witches Abroad,Terry Pratchett,200009,9
8368,038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,200009,9
8369,0440218535,Smilla's Sense of Snow,Peter Hoeg,200009,7
8370,0061020613,Witches Abroad,Terry Pratchett,251398,7
8371,038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,251398,8
8372,1559029838,Call of the Wild,Jack London,251398,9
8373,0743225406,The Shipping News : A Novel,Annie Proulx,251398,8
8374,0061020400,The Fifth Elephant: A Novel of Discworld,Terry Pratchett,214786,10
8375,0446611212,Violets Are Blue,James Patterson,214786,9
8376,0451156609,The Tommyknockers,Stephen King,214786,9
8377,0061031321,Thief of Time,Terry Pratchett,214786,8
8378,034536676X,The World According to Garp,John Irving,214786,10
8379,0446613266,Four Blind Mice,James Patterson,214786,10
8380,0394756886,"Bright lights, big city: A novel",Jay McInerney,214786,9
8381,0425141551,Paper Doll,Robert B. Parker,214786,10
8382,0061059056,Hogfather,Terry Pratchett,214786,10
8383,0451142934,Skeleton Crew,Stephen King,214786,10
8384,0679721819,Mama Day (Vintage Contemporaries),Gloria Naylor,214786,8
8385,0441516645,Glory Lane,Alan Dean Foster,214786,4
8386,0425186709,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),Jeff Rovin,214786,7
8387,0440221471,The Runaway Jury,JOHN GRISHAM,214786,10
8388,0425182673,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,214786,6
8389,0425101452,Phantoms,Dean R. Koontz,214786,8
8390,0425171396,"Hidden Agendas (Tom Clancy's Net Force, No. 2)",Tom Clancy,214786,8
8391,0553212451,The Jungle (Bantam Classics),Upton Sinclair,214786,10
8392,0441536999,The Moon Is a Harsh Mistress,Robert A. Heinlein,214786,10
8393,0671623249,LONESOME DOVE,Larry McMurtry,214786,10
8394,0671042718,"Gemworld Book Two of Two (Star Trek The Next Generation, No 59)",John Vornholt,214786,8
8395,0425145301,McNally's Caper (Archy McNally Novels (Paperback)),Lawrence Sanders,214786,7
8396,0446601241,Kiss the Girls,James Patterson,214786,9
8397,006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,214786,10
8398,0061020613,Witches Abroad,Terry Pratchett,221732,9
8399,0312974256,Welcome to Temptation,Jennifer Crusie,221732,8
8400,0441008615,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,221732,10
8401,0446606383,The Midnight Club,James Patterson,221732,8
8402,0812533054,"Seventh Son (Tales of Alvin Maker, Book 1)",Orson Scott Card,221732,8
8403,0380816547,Island of the Sequined Love Nun,Christopher Moore,221732,7
8404,0812507479,"People of the Lakes (The First North Americans series, Book 6)",Kathleen O'Neal Gear,221732,8
8405,0446352764,Double Whammy,Carl Hiaasen,221732,7
8406,0517457849,Lucky You,Carl Haasen,221732,7
8407,0061056901,Interesting Times (Discworld Novels (Paperback)),Terry Pratchett,221732,10
8408,0374525641,The Spirit Catches You and You Fall Down,Anne Fadiman,221732,8
8409,0812507452,"People of the Sea (The First North Americans series, Book 5)",W. Michael Gear,221732,8
8410,0449213773,Life Before Man,Margaret Atwood,221732,7
8411,1895387930,Make or Break Spring,Janet McNaughton,203315,8
8412,0590474782,Twins,Caroline B. Cooney,203315,10
8413,3882438002,Im Krebsgang: Eine Novelle,Ingrid Dennerlein,89192,9
8414,0340792655,Turning Thirty,Mike Gayle,89192,7
8415,843220773X,"Veinte Poemas De Amor (Biblioteca Breve (Barcelona, Spain))",Pablo Neruda,89192,5
8416,0552996009,Notes From a Small Planet,Bill Bryson,89192,8
8417,0345424719,A Widow for One Year,JOHN IRVING,89192,9
8418,0345389964,A Son of the Circus,John Irving,89192,8
8419,033030576X,"Thus Spake Bellavista: Naples, Love and Liberty (Picador Bks.)",Luciano De Crescenzo,89192,9
8420,0140389059,The Collected Aphorisms (Syrens S.),Franz Kafka,89192,6
8421,3426401959,"Das dritte Zimmer, und andere gefÃ¤hrliche Geschichten",Gabriele von Arnim,276018,8
8422,3446133631,Der Name der Rose.,Umberto Eco,276018,10
8423,9871138148,Cien Anos de Soledad / One Hundred Years of Solitude,Gabriel Garcia Marquez,276018,9
8424,3100922484,Amerikanische Reise: Roman,Ulrich Woelk,276018,10
8425,3499224623,Maus 2. Und hier begann mein UnglÃ?Â¼ck. Die Geschichte eines Ã?Â?berlebenden.,Art Spiegelman,276018,10
8426,0671759345,Ruby (Landry),V.C. Andrews,218068,7
8427,0446361305,Queen of Angels,Greg Bear,218068,8
8428,0375703861,White Teeth: A Novel,Zadie Smith,218068,4
8429,0440986524,"That Was Then, This Is Now",S. E. Hinton,218068,8
8430,0553564978,Venus Envy,Rita Mae Brown,218068,10
8431,0805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,218068,6
8432,0385479832,One More River to Cross: Black and Gay in America,Keith Boykin,218068,9
8433,0575050225,Queen of Angels,Greg Bear,218068,9
8434,0375706771,Midwives: A Novel,Chris Bohjalian,136382,8
8435,0451203925,Leonard Maltin's 2002 Movie and Video Guide,Leonard Maltin,136382,4
8436,0440174643,Roots,ALEX HALEY,136382,8
8437,0671522922,Stop the Insanity,Susan Powter,136382,5
8438,0312991460,To the Nines (A Stephanie Plum Novel),Janet Evanovich,136382,6
8439,1550810510,Random Passage,Bernice Morgan,136382,4
8440,038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,136382,7
8441,0684857820,Lucky,Alice Sebold,136382,10
8442,0812551478,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind,136382,7
8443,0515111279,The Cat Who Wasn't There,Lilian Jackson Braun,136382,5
8444,0446673595,Ramses: The Lady of Abu Simbel - Volume IV (Vol 4),Christian Jacq,136382,10
8445,0842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,136382,5
8446,0440225345,The Prodigal Spy,Joseph Kanon,136382,2
8447,0425150984,Glory in Death,J. D. Robb,136382,8
8448,0671034057,Now You See Her,Linda Howard,136382,6
8449,0380789876,Jade Island (Donovan),Elizabeth Lowell,136382,9
8450,0886777844,Summon the Keeper,Tanya Huff,136382,8
8451,0671454625,Man's Search for Meaning,Viktor E. Frankl,136382,7
8452,0671470493,TOWARDS ZERO,Agatha Christie,136382,5
8453,0446673609,"Ramses: Under the Western Acacia (Ramses Under the Western ACACIA, Vol. 5)",Christian Jacq,136382,10
8454,0965311929,Bondmaid,Catherine Lim,136382,8
8455,030721589X,"The Mystery of the Phantom Grasshopper (Trixie Belden, #18)",Kathryn Kenny,136382,5
8456,0812545427,Dragon and Phoenix,Joanne Bertin,136382,7
8457,0451202341,Back Roads,Tawni O'Dell,136382,7
8458,1573227374,Missing Women and Others,June Spence,136382,5
8459,0886774829,"Stronghold (Dragon Star, Book 1)",Melanie Rawn,136382,6
8460,0425184056,Gunpowder Green,Laura Childs,167349,8
8461,0345422317,The Genesis Code,John Case,167349,4
8462,0345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,167349,8
8463,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,167349,8
8464,0553089226,The Clinic,Jonathan Kellerman,167349,8
8465,0441002935,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,167349,8
8466,0375727566,Yeats Is Dead! (Vintage Crime/Black Lizard),Joseph O'Connor,144230,7
8467,0684801779,DAYS OF DRUMS,Philip Shelby,174848,8
8468,0062512455,"Nostradamus: A Novel by Knut Boeser, Based on His Screenplay",Knut Boeser,174848,6
8469,067124423X,"The Turning Point: Science, Society, and the Rising Culture",Fritjof Capra,174848,8
8470,0873525655,Mla Handbook for Writers of Research Papers (MLA Handbook for Writers of Research Papers),Joseph Gibaldi,174848,10
8471,0671476882,GOD NEW PHYSICS,Paul Davies,174848,8
8472,0890430683,What's Wrong With My Car?: A Guide to Troubleshooting Common Mechanical and Performance Problems,Morth Schultz,174848,7
8473,0809122774,The Invisible Partners: How the Male and Female in Each of Us Affects Our Relationships,John A. Sanford,174848,8
8474,0452005515,The image of eternity: Roots of time in the physical world,David Allen Park,174848,8
8475,0394505883,Einstein for beginners,Joseph Schwartz,174848,9
8476,0671255622,LIFE ITSELF,"Francis, Crick",174848,7
8477,0897747453,"Reference Sources in Science, Engineering, Medicine, and Agriculture:",H. Robert Malinowsky,174848,8
8478,0446377635,Miss Manners' guide to excruciatingly correct behavior,Judith Martin,174848,8
8479,096019102X,The pyramid principle: Logic in writing and thinking,Barbara Minto,174848,8
8480,0446611921,The Millionaires,Brad Meltzer,29209,6
8481,0345426274,The Analyst,John Katzenbach,29209,7
8482,0679771476,The Law of Similars,CHRIS BOHJALIAN,29209,8
8483,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,29209,6
8484,0618219021,Taps: A Novel,Willie Morris,29209,10
8485,0451193903,The Best of the Best: 18 New Stories by America's Leading Authors,Elaine Koster,29209,9
8486,0871138433,Lost Nation,Jeffrey Lent,29209,6
8487,0192833650,The Picture of Dorian Gray (Oxford World's Classics),Oscar Wilde,29209,8
8488,0767903862,In a Sunburned Country,Bill Bryson,29209,7
8489,0061058254,The Crow: Quoth the Crow (Crow (Turtleback)),David Bischoff,107951,7
8490,3426701588,Die Pforten der Macht 1. Die Wolken des Krieges.,Alison Spedding,107951,8
8491,1858910838,Ingram's Saxon Chronicle,Translated by Reverend J Ingram,107951,8
8492,3451075369,Mit der Aggression leben (HerderbÃ¼cherei ; Bd. 536),Christa Meves-SchlÃ¶gl,107951,7
8493,0670833894,Rats and Gargoyles,Mary Gentle,107951,8
8494,3453864026,Die optimale Bewerbung.,Thomas R. Schmidt,107951,8
8495,0395710413,"The War of the Jewels: The Later Silmarillion, Part Two (The History of Middle-Earth - Volume 11)",J.R.R. Tolkien,107951,7
8496,0395827604,The Peoples of Middle-Earth (The History of Middle-Earth - Volume 12),J.R.R. Tolkien,107951,10
8497,3551551936,Harry Potter Und Der Feuerkelch,Joanne K. Rowling,107951,9
8498,3596137306,Romeo und Julia. Das Buch zum Film.,William Shakespeare,107951,8
8499,3811840754,Mythor. Fluch der Schattenzone.,Hubert StraÃ?Â?l,107951,7
8500,3257232985,Der Schweinepascha.,Ingrid Noll,107951,9
8501,2070288714,L'an mil (Collection Archives),Georges Duby,107951,8
8502,039574816X,J.R.R. Tolkien: Artist &amp; Illustrator,Wayne G. Hammond,107951,9
8503,0486415821,Jabberwocky and Other Poems (Dover Thrift Editions),Lewis Carroll,107951,9
8504,0345368754,Foucault's Pendulum,Umberto Eco,107951,8
8505,1560768606,The Chaos Curse (Forgotten Realms : Fantasy Adventure),R.A. Salvatore,107951,7
8506,3453126866,Das Rad der Zeit 16. Die Hexenschlacht.,Robert Jordan,107951,5
8507,0679776591,Fugitive Pieces,Anne Michaels,107951,8
8508,3499101505,Der Richter Und Sein Henker,Friedrich Duerenmatt,107951,9
8509,3810503363,"Calvin und Hobbes, Bd.8, Achtung, fertig, los",Bill Watterson,107951,8
8510,3453065794,Das Rad der Zeit 01. Drohende Schatten. Roman. ( Fantasy).,Robert Jordan,107951,8
8511,3453119525,Das Rad der Zeit 15. Die Amyrlin.,Robert Jordan,107951,5
8512,3453109783,Das Rad der Zeit 13. Die FÃ?Â¼hler des Chaos.,Robert Jordan,107951,7
8513,0345422589,"Running With the Demon (The Word and the Void Trilogy, Book 1)",Terry Brooks,107951,8
8514,0451526279,Emma (Signet Classics (Paperback)),Jane Austen,107951,8
8515,0345345061,The Tolkien Reader,J. R. R. Tolkien,107951,10
8516,0880380314,Advanced Dungeons and Dragons Monster Manual II,Gary Gygax,107951,8
8517,0441070159,The Book of Merlyn,T. H. White,107951,10
8518,3426701596,Die Pforten der Macht 2. Der dunkle Thron.,Alison Spedding,107951,8
8519,0880384484,Atlas of the Dragonlance World (Dragonlance Books),Karen Wynn Fonstad,107951,9
8520,3430185718,Das Dschungel- Seminar. Eine Businessfabel.,Boris von Smercek,107951,7
8521,0935696024,"Dungeon Master's Guide (Advanced Dungeons &amp; Dragons, First Edition Revised)",Gary Gygax,107951,8
8522,0375823735,Bilbo's Last Song: (At the Grey Havens),J. R. R. Tolkien,107951,7
8523,1560765593,The Marklands (Greyhawk Adventures accessory WGR4),Carl Sargent,107951,8
8524,0618083596,"The War of the Ring (The History of The Lord of the Rings, Part Three) (The History of Middle-Earth - Volume 8)",J.R.R. Tolkien,107951,7
8525,3451281155,Wer weint schon um Abdul und Tanaya? Die IrrtÃ?Â¼mer des Kreuzzugs gegen den Terror.,JÃ?Â¼rgen TodenhÃ?Â¶fer,107951,5
8526,0333464761,Macmillan Anthologies of English Literature: The Middle Ages,Michael Alexander,107951,9
8527,0471930121,Prolog for Natural Language Processing,Annie  Gal,107951,8
8528,0486419142,Irish Verse an Anthology: An Anthology (Dover Thrift Editions),Robert Blaisdell,107951,8
8529,0395515629,"Treason of Isengard (The History of The Lord of the Rings, Part Two) (The History of Middle-Earth - Volume 7)",J.R.R. Tolkien,107951,7
8530,3453155572,Ihre Rechte als Arbeitnehmer.,Nikolaus H. Notter,107951,9
8531,3518367919,Die MÃ?Â¤rchen.,Hermann Hesse,107951,8
8532,3492028357,Anleitung zum UnglÃ¼cklichsein,Paul Watzlawick,107951,10
8533,0451452615,Bored of the Rings: A Parody of J.R.R. Tolkien's the Lord of the Rings,Harvard Lampoon Staff,107951,8
8534,3257212208,Maigret und das DienstmÃ?Â¤dchen. Roman.,Georges Simenon,137966,6
8535,0380007959,The Science Fiction Hall of Fame: The Greatest Science Fiction Stories of All Time (Science Fiction Hall of Fame),Robert Silverberg,228998,9
8536,0441469299,Lady Slings the Booze,Spider Robinson,228998,9
8537,0743464435,"No Surrender (Star Trek: S.C.E., Book Four)",Mike Collins,228998,3
8538,044092717X,Frankenstein,Mary Wollstonecraft Shelley,228998,9
8539,055357258X,The Last Suppers,DIANE MOTT DAVIDSON,228998,6
8540,0345287630,The Vampires of Nightworld (del Rey Book),David Bischoff,228998,8
8541,0373710933,Man With A Miracle  (men of maple hill),Muriel Jensen,228998,7
8542,0688275443,The Peter Principle : Why Things Always Go Wrong,Laurence J. Peter,228998,8
8543,0553287737,The Bourne Ultimatum,Robert Ludlum,228998,8
8544,0030599415,Mastering Rubik's Cube: The Solution to the 20th Century's Most Amazing Puzzle,Donald Taylor,228998,7
8545,0020518501,For Whome the Bell Tolls  (REISSUE) (A Scribner Classic),Ernest Hemingway,228998,9
8546,0671872753,"Bloodletter (Star Trek Deep Space Nine, No 3)",K.W. Jeter,228998,4
8547,0679884394,D. W.'S Color Book,MARC BROWN,228998,6
8548,0345430735,Expedition to Earth,Arthur C. Clarke,228998,5
8549,0345354915,Split Infinity (Apprentice Adept (Paperback)),PIERS ANTHONY,228998,7
